show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s551,Movie,Golden Kingdom,Hugo Fischer,"John Kim, Nina Kim, Wei Silva, Maria Silva",Italy,"March 5, 2021",2021,NR,178 min,Horror Movies,A story about family set in Italy.
s552,Movie,Midnight Legacy,Rajiv Menon,"Fatima Lee, Liam Lee, Tom Patel, Yusuf Brown, Tom Smith",Italy,"June 22, 2020",2014,TV-MA,115 min,Sci-Fi & Fantasy,A story about war set in Italy.
s553,Movie,A Journey,Emily Carter,"Carlos Silva, John Garcia, Carlos Rossi",Canada,"December 7, 2020",2002,NR,89 min,"Action & Adventure, Sci-Fi & Fantasy",A story about friendship set in Canada.
s554,Movie,Midnight Legacy,Priya Sharma,"Aiko Muller, Aiko Kim, Tom Chen, Yusuf Kowalski, Liam Garcia",Spain,"August 3, 2021",2021,TV-Y7,90 min,Sports Movies,A story about identity set in Spain.
s555,Movie,Secret Shadow,Sofia Alvarez,"John Chen, Carlos Kim, Grace Silva, Tom Smith",United Kingdom,"February 20, 2021",2021,TV-Y7,155 min,"Action & Adventure, Kids TV",A story about friendship set in United Kingdom.
s556,Movie,Last Storm,David Okafor,"Wei Garcia, Maria Kowalski, John Chen, Wei Silva, Yusuf Smith",Nigeria,"March 2, 2021",2021,TV-MA,156 min,"Reality TV, Horror Movies",A story about love set in Nigeria.
s557,Movie,Midnight Dream,Priya Sharma,"Omar Kim, Fatima Dubois",United Kingdom,"February 4, 2018",2016,R,105 min,Crime TV Shows,A story about ambition set in United Kingdom.
s558,Movie,Broken Legacy,Priya Sharma,"Grace Novak, Yusuf Dubois",United Kingdom,"August 18, 2021",2006,TV-PG,99 min,International Movies,A story about identity set in United Kingdom.
s559,Movie,Secret Kingdom,David Okafor,"Elena Khan, Maria Brown",United States,"July 27, 2019",2012,NR,109 min,"Romantic Movies, Action & Adventure, Thrillers",A story about identity set in United States.
s560,Movie,Rising City,Rajiv Menon,"Maria Muller, Aiko Muller, Aiko Novak, Carlos Khan",Japan,"January 14, 2017",2001,TV-MA,70 min,Anime,A story about ambition set in Japan.
s561,Movie,Midnight Horizon,Alicia Wren,"Wei Muller, Nina Silva, Aiko Muller, Maria Garcia, Raj Smith",Brazil,"April 27, 2021",2017,TV-PG,112 min,"Sports Movies, Docuseries",A story about war set in Brazil.
s562,Movie,Midnight Legacy,Not Given,"Maria Lee, Maria Chen, Raj Novak, Elena Garcia, John Dubois",Italy,"July 14, 2020",2020,R,160 min,"Action & Adventure, Comedies",A story about war set in Italy.
s563,Movie,Silent Legacy,Hugo Fischer,"John Chen, Fatima Kim, Yusuf Novak",France,"December 13, 2018",2017,PG,127 min,"Action & Adventure, Sci-Fi & Fantasy, Kids TV",A story about betrayal set in France.
s564,Movie,Rising Code,Rajiv Menon,"Elena Muller, Grace Chen, Liam Smith",Australia,"February 18, 2017",2001,TV-Y,133 min,"Documentaries, Docuseries, Romantic Movies",A story about identity set in Australia.
s565,Movie,Broken City,Not Given,"Fatima Chen, John Chen, Elena Khan, Elena Novak",United States,"February 8, 2021",2016,NR,160 min,"Crime TV Shows, International Movies, Reality TV",A story about ambition set in United States.
s566,Movie,Midnight Code,Alicia Wren,"Fatima Smith, Yusuf Khan, Liam Smith",Brazil,"February 11, 2018",2004,TV-PG,104 min,Romantic Movies,A story about ambition set in Brazil.
s567,Movie,The Storm,Not Given,"Aiko Garcia, Grace Lee, Yusuf Muller, Grace Chen",South Korea,"October 29, 2019",2019,PG,77 min,"Dramas, Reality TV, Thrillers",A story about ambition set in South Korea.
s568,TV Show,Midnight Kingdom,,"Yusuf Patel, Sara Kowalski",Nigeria,"August 6, 2018",2018,TV-Y,6 Season,"Kids TV, Reality TV, Romantic Movies",A story about ambition set in Nigeria.
s569,Movie,Secret Horizon,David Okafor,"Nina Khan, Grace Novak, Carlos Silva",United Kingdom,"January 19, 2016",2015,TV-Y7,93 min,"Thrillers, Reality TV",A story about survival set in United Kingdom.
s570,Movie,Silent Kingdom,Kenji Watanabe,"Liam Chen, Tom Chen",Egypt,"February 8, 2017",2012,TV-14,88 min,Reality TV,A story about ambition set in Egypt.
s571,Movie,Broken Shadow,Hugo Fischer,"Grace Kowalski, Omar Smith, Elena Garcia",South Korea,"March 26, 2015",2012,TV-14,175 min,Comedies,A story about survival set in South Korea.
s572,Movie,A Dream,Marcus Lee,"Omar Smith, Omar Garcia",Germany,"December 15, 2015",2010,R,87 min,"Sci-Fi & Fantasy, Reality TV",A story about survival set in Germany.
s573,Movie,Silent Kingdom,Sofia Alvarez,"Yusuf Novak, Liam Patel",Germany,"March 28, 2015",2003,TV-MA,83 min,"Horror Movies, Comedies, Crime TV Shows",A story about identity set in Germany.
s574,Movie,Secret Journey,Sofia Alvarez,"Carlos Chen, Aiko Patel, Liam Khan, Tom Lee, Raj Kim",Brazil,"July 7, 2020",2003,TV-PG,84 min,Action & Adventure,A story about family set in Brazil.
s575,Movie,Endless Storm,Alicia Wren,"Tom Lee, Tom Garcia, Tom Smith, Elena Chen",United Kingdom,"December 12, 2020",2013,PG,146 min,Reality TV,A story about survival set in United Kingdom.
s576,TV Show,Midnight Horizon,,"Tom Garcia, Liam Lee, Nina Patel, Aiko Lee",France,"January 9, 2015",2002,TV-PG,7 Seasons,"International Movies, Kids TV",A story about friendship set in France.
s577,TV Show,Silent Shadow (Season 4),,"Wei Garcia, Aiko Chen, Wei Kowalski, Carlos Silva",Japan,"October 3, 2019",2015,TV-Y7,6 Seasons,"Anime, Documentaries, Stand-Up Comedy",A story about ambition set in Japan.
s578,Movie,Rising Heart,Hugo Fischer,"Yusuf Ahmed, Sara Khan, Carlos Garcia, Elena Novak, Carlos Ahmed",Australia,"December 24, 2015",2007,R,116 min,Kids TV,A story about love set in Australia.
s579,Movie,Silent Kingdom,Alicia Wren,"Tom Silva, Aiko Brown",Egypt,"April 22, 2018",2004,TV-Y7,88 min,"Reality TV, Action & Adventure, Sci-Fi & Fantasy",A story about ambition set in Egypt.
s580,Movie,Last Shadow,Marcus Lee,"Grace Smith, Grace Kim, Aiko Smith, Grace Garcia, Raj Dubois",India,"August 29, 2021",2015,TV-PG,73 min,Sports Movies,A story about survival set in India.
s581,Movie,A Journey,Not Given,"Wei Kowalski, Wei Rossi, Grace Chen, Grace Ahmed, Grace Muller",Spain,"October 13, 2018",2013,TV-Y7,170 min,"Dramas, International Movies, Comedies",A story about survival set in Spain.
s582,Movie,The Horizon,Marcus Lee,"John Kim, Sara Kim, Raj Lee",Spain,"December 27, 2020",2017,PG-13,143 min,"Horror Movies, Sports Movies, Action & Adventure",A story about identity set in Spain.
s583,TV Show,Midnight Shadow,,"Grace Khan, Carlos Dubois, John Khan",South Korea,"April 9, 2021",2005,G,7 Season,"Sci-Fi & Fantasy, Romantic Movies, Thrillers",A story about identity set in South Korea.
s584,TV Show,Last Journey,,"Fatima Muller, Maria Garcia, Maria Silva, Elena Kowalski, Sara Silva",United States,"March 1, 2018",2007,TV-PG,5 Season,Dramas,A story about family set in United States.
s585,Movie,Secret Journey,Sofia Alvarez,"Maria Dubois, Elena Smith, Elena Kowalski, Nina Smith",United States,"January 17, 2016",2010,PG-13,71 min,"Horror Movies, Kids TV",A story about ambition set in United States.
s586,Movie,Broken Storm,Marcus Lee,"Aiko Kim, Tom Novak",Germany,"August 18, 2020",2003,TV-PG,73 min,"Stand-Up Comedy, Romantic Movies, Horror Movies",A story about love set in Germany.
s587,Movie,Last Heart,Alicia Wren,"Grace Khan, Tom Khan",Nigeria,"June 17, 2021",2021,TV-PG,168 min,"Thrillers, Crime TV Shows, Sci-Fi & Fantasy",A story about war set in Nigeria.
s588,Movie,Last Storm,Kenji Watanabe,"Elena Brown, Carlos Smith, Tom Novak, Omar Patel",South Korea,"May 5, 2017",2007,G,147 min,International Movies,A story about friendship set in South Korea.
s589,Movie,The Kingdom,Kenji Watanabe,"Nina Garcia, Nina Silva",United Kingdom,"October 23, 2016",2009,TV-14,105 min,"Sports Movies, Thrillers, Comedies",A story about betrayal set in United Kingdom.
s590,Movie,Silent Dream,Priya Sharma,"Omar Lee, Nina Patel, Tom Chen, Maria Dubois",Spain,"January 28, 2019",2001,PG-13,121 min,"International Movies, Romantic Movies",A story about war set in Spain.
s591,Movie,Endless Storm,Emily Carter,"Raj Kim, Yusuf Rossi",France,"January 11, 2021",2021,G,152 min,Romantic Movies,A story about love set in France.
s592,Movie,A Dream,David Okafor,"Elena Kim, Sara Garcia, Fatima Kim",Egypt,"January 18, 2016",2014,PG,129 min,"Sci-Fi & Fantasy, Comedies",A story about betrayal set in Egypt.
s593,Movie,A City,David Okafor,"Carlos Silva, Maria Silva, Aiko Dubois",Spain,"May 4, 2020",2006,TV-14,105 min,"Comedies, Crime TV Shows",A story about survival set in Spain.
s594,TV Show,Last Legacy,,"Elena Kowalski, Carlos Smith",Italy,"October 28, 2019",2011,TV-Y7,2 Season,Reality TV,A story about family set in Italy.
s595,Movie,Last Shadow,Marcus Lee,"Liam Kim, Maria Muller",Egypt,"September 16, 2019",2014,NR,97 min,"Crime TV Shows, Documentaries, Reality TV",A story about love set in Egypt.
s596,Movie,Broken Storm,Kenji Watanabe,"Fatima Silva, Carlos Rossi, Nina Ahmed",Mexico,"November 25, 2019",2005,PG,158 min,"Stand-Up Comedy, Reality TV, Dramas",A story about ambition set in Mexico.
s597,Movie,Endless Horizon,Marcus Lee,"Raj Brown, Grace Novak, Sara Novak, Grace Silva",United States,"February 22, 2020",2004,TV-PG,133 min,"Action & Adventure, Stand-Up Comedy",A story about identity set in United States.
s598,Movie,The Heart,Marcus Lee,"Raj Dubois, Maria Smith, Fatima Novak, Fatima Kim, Grace Ahmed",Nigeria,"March 27, 2019",2005,R,114 min,Kids TV,A story about love set in Nigeria.
s599,Movie,Golden Journey,Kenji Watanabe,"Yusuf Brown, Sara Garcia, Grace Rossi, Raj Rossi",South Korea,"December 11, 2018",2013,PG,176 min,"Reality TV, Crime TV Shows, Stand-Up Comedy",A story about war set in South Korea.
s600,Movie,Last Heart,David Okafor,"Wei Ahmed, Elena Chen, Yusuf Kim, Carlos Muller",Egypt,"June 26, 2021",2021,TV-Y,151 min,"Action & Adventure, Comedies",A story about betrayal set in Egypt.
s601,Movie,The Horizon,David Okafor,"Nina Novak, Omar Dubois",Italy,"July 24, 2017",2017,TV-Y7,134 min,"Comedies, Anime, International Movies",A story about identity set in Italy.
s602,Movie,Silent Code,David Okafor,"Fatima Brown, Nina Garcia",Japan,"August 19, 2019",2014,TV-Y,70 min,"Romantic Movies, Crime TV Shows",A story about family set in Japan.
s603,Movie,Midnight Dream,David Okafor,"John Lee, Tom Kim, John Smith",United States,"March 14, 2019",2004,NR,174 min,"Anime, Thrillers, Documentaries",A story about identity set in United States.
s604,Movie,Broken Legacy,Not Given,"Sara Smith, Omar Lee, Elena Kim, Wei Patel, Carlos Novak",United Kingdom,"July 27, 2018",2012,NR,90 min,"Romantic Movies, Comedies",A story about survival set in United Kingdom.
s605,Movie,Endless City,Kenji Watanabe,"Aiko Khan, Maria Garcia, John Kim",United States,"August 30, 2021",2020,TV-PG,73 min,"Documentaries, Horror Movies, Kids TV",A story about love set in United States.
s606,TV Show,Last Heart,,"Wei Khan, Raj Lee, Fatima Muller, Fatima Ahmed",Egypt,"March 29, 2019",2007,PG-13,6 Season,International Movies,A story about love set in Egypt.
s607,Movie,Endless Shadow,Alicia Wren,"Tom Dubois, Maria Garcia, Wei Muller, Liam Lee, Wei Garcia",India,"January 20, 2019",2015,R,120 min,Docuseries,A story about love set in India.
s608,Movie,Silent Shadow,Sofia Alvarez,"Carlos Lee, Aiko Patel, Tom Rossi, Omar Chen, Wei Muller",United States,"May 12, 2021",2005,G,179 min,Action & Adventure,A story about war set in United States.
s609,TV Show,Silent Horizon,,"Wei Ahmed, Grace Muller",Italy,"February 28, 2017",2003,G,1 Seasons,"International Movies, Action & Adventure, Reality TV",A story about war set in Italy.
s610,Movie,Secret Journey,Emily Carter,"Fatima Garcia, Grace Novak, Wei Muller",France,"March 27, 2017",2015,TV-14,114 min,"Horror Movies, Romantic Movies, Sports Movies",A story about friendship set in France.
s611,Movie,Broken Legacy,Kenji Watanabe,"Fatima Patel, Sara Lee, Grace Muller",South Korea,"July 18, 2021",2003,G,109 min,Kids TV,A story about friendship set in South Korea.
s612,Movie,Silent City,Not Given,"Sara Silva, Elena Garcia, Elena Kim, Carlos Khan",Australia,"March 12, 2019",2011,TV-14,127 min,Comedies,A story about family set in Australia.
s613,Movie,Midnight Horizon,Hugo Fischer,"Carlos Smith, Maria Chen, Omar Silva, Carlos Kowalski",United Kingdom,"October 1, 2017",2011,TV-14,97 min,"Sports Movies, Thrillers, Documentaries",A story about war set in United Kingdom.
s614,Movie,Golden Journey,Emily Carter,"Nina Dubois, Omar Silva, Tom Khan",Germany,"April 29, 2019",2002,PG-13,147 min,Kids TV,A story about betrayal set in Germany.
s615,Movie,Endless Shadow,Not Given,"Raj Kowalski, Carlos Silva, Sara Silva, Fatima Khan, John Kowalski",Spain,"July 11, 2015",2015,PG-13,123 min,Action & Adventure,A story about friendship set in Spain.
s616,Movie,Golden Horizon,David Okafor,"Elena Smith, Liam Smith, Raj Kowalski",Egypt,"January 10, 2018",2018,TV-Y7,106 min,Stand-Up Comedy,A story about love set in Egypt.
s617,TV Show,Rising Journey,,"Maria Rossi, Maria Brown",Nigeria,"May 17, 2018",2013,PG-13,3 Seasons,"Documentaries, Crime TV Shows",A story about war set in Nigeria.
s618,Movie,The City,Kenji Watanabe,"Nina Brown, Raj Lee, Maria Brown, Aiko Dubois, Maria Smith",Canada,"February 12, 2015",2001,TV-PG,83 min,"Reality TV, Action & Adventure",A story about survival set in Canada.
s619,Movie,Golden Code,Rajiv Menon,"Liam Lee, Omar Smith",India,"May 31, 2018",2001,TV-14,103 min,"Stand-Up Comedy, International Movies",A story about survival set in India.
s620,TV Show,Endless Heart (Season 3),,"Omar Dubois, Tom Brown, Tom Kim",Brazil,"May 16, 2016",2014,NR,5 Season,"Docuseries, International Movies",A story about war set in Brazil.
s621,TV Show,Silent Legacy (Season 3),,"Aiko Ahmed, Sara Brown",Canada,"June 15, 2021",2021,R,6 Season,"Comedies, Action & Adventure",A story about love set in Canada.
s622,Movie,Silent City,Sofia Alvarez,"Maria Silva, Fatima Brown, Elena Kowalski, Yusuf Ahmed, Sara Silva",Nigeria,"February 3, 2020",2009,TV-PG,178 min,"Action & Adventure, Sci-Fi & Fantasy, Documentaries",A story about ambition set in Nigeria.
s623,TV Show,Broken Heart,,"Omar Kim, Fatima Garcia, Liam Kim",United Kingdom,"March 20, 2021",2021,G,6 Season,"Action & Adventure, Sports Movies",A story about betrayal set in United Kingdom.
s624,Movie,Silent Kingdom,Kenji Watanabe,"Nina Patel, Yusuf Rossi",Japan,"April 29, 2016",2008,NR,80 min,"Reality TV, Action & Adventure",A story about survival set in Japan.
s625,Movie,Broken Code,Emily Carter,"Nina Muller, Aiko Garcia",United States,"January 26, 2021",2020,TV-Y,94 min,"Kids TV, Docuseries",A story about survival set in United States.
s626,Movie,Rising Horizon,Priya Sharma,"Maria Patel, John Patel, Fatima Garcia, Fatima Garcia, John Lee",United States,"June 30, 2019",2018,R,78 min,"Action & Adventure, International Movies, Docuseries",A story about identity set in United States.
s627,Movie,A Legacy,Kenji Watanabe,"Fatima Chen, Omar Khan, Aiko Patel, Liam Novak, Elena Muller",Mexico,"January 22, 2016",2000,TV-PG,134 min,"Docuseries, Sports Movies, International Movies",A story about ambition set in Mexico.
s628,Movie,A Kingdom,Marcus Lee,"Tom Rossi, Wei Smith, Raj Rossi, Carlos Silva",United States,"December 16, 2017",2005,TV-14,91 min,"Dramas, Horror Movies, Thrillers",A story about friendship set in United States.
s629,Movie,Silent Legacy,Priya Sharma,"John Brown, John Dubois",Brazil,"July 24, 2017",2009,NR,134 min,International Movies,A story about betrayal set in Brazil.
s630,Movie,Golden Heart,Priya Sharma,"Yusuf Muller, Raj Rossi, Liam Silva, Nina Smith",Egypt,"May 18, 2018",2011,PG,136 min,"Docuseries, Comedies, International Movies",A story about love set in Egypt.
s631,Movie,Broken Legacy,Marcus Lee,"Nina Smith, Fatima Dubois, Grace Novak, Carlos Silva",Canada,"March 4, 2017",2002,TV-Y,151 min,Crime TV Shows,A story about friendship set in Canada.
s632,TV Show,Rising Kingdom,,"Tom Silva, Carlos Dubois, Carlos Muller, Liam Khan",United States,"December 1, 2020",2018,PG,7 Seasons,"Sci-Fi & Fantasy, Horror Movies",A story about war set in United States.
s633,Movie,The Heart,Marcus Lee,"Raj Chen, Yusuf Muller, Elena Ahmed, Raj Chen, Liam Rossi",France,"April 22, 2018",2002,TV-MA,128 min,Kids TV,A story about family set in France.
s634,TV Show,A Journey,,"Carlos Silva, Raj Brown",United States,"October 26, 2017",2001,TV-PG,3 Seasons,"International Movies, Comedies, Sports Movies",A story about family set in United States.
s635,Movie,Secret City,Not Given,"Liam Khan, John Rossi",Italy,"October 15, 2017",2011,TV-Y,124 min,"Action & Adventure, Sci-Fi & Fantasy",A story about family set in Italy.
s636,TV Show,Endless Dream (Season 4),,"Omar Dubois, Wei Patel, Omar Khan, Liam Chen",South Korea,"February 13, 2018",2017,PG-13,3 Season,"Sci-Fi & Fantasy, Crime TV Shows, Documentaries",A story about identity set in South Korea.
s637,TV Show,Broken Shadow (Season 4),,"Yusuf Lee, Raj Novak, Aiko Rossi, Aiko Kim",Spain,"August 8, 2019",2013,TV-Y7,1 Seasons,Reality TV,A story about betrayal set in Spain.
s638,TV Show,Endless Dream,,"Wei Dubois, Yusuf Lee, Elena Lee, Liam Smith",Nigeria,"May 30, 2016",2012,TV-Y,6 Season,"Sci-Fi & Fantasy, Reality TV, Dramas",A story about betrayal set in Nigeria.
s639,Movie,A Storm,Not Given,"Sara Muller, Elena Rossi",Mexico,"September 7, 2015",2010,TV-14,164 min,"Comedies, Sports Movies, Action & Adventure",A story about survival set in Mexico.
s640,Movie,Silent Kingdom,Sofia Alvarez,"Liam Patel, Liam Novak, Tom Smith",Nigeria,"April 2, 2017",2015,TV-14,78 min,International Movies,A story about betrayal set in Nigeria.
s641,Movie,Secret Legacy,Alicia Wren,"John Brown, Yusuf Rossi, Carlos Smith, Tom Garcia, Liam Kim",Spain,"August 20, 2017",2005,NR,103 min,"Sci-Fi & Fantasy, Reality TV, Anime",A story about betrayal set in Spain.
s642,Movie,The Kingdom,Marcus Lee,"Wei Ahmed, Grace Novak, Yusuf Khan",Spain,"April 2, 2018",2015,PG-13,155 min,Docuseries,A story about war set in Spain.
s643,Movie,Broken City,Alicia Wren,"Carlos Brown, Carlos Chen, John Muller, Nina Garcia, Elena Kim",United States,"September 13, 2019",2018,TV-MA,152 min,"Sci-Fi & Fantasy, Dramas, Thrillers",A story about survival set in United States.
s644,Movie,Silent Dream,Rajiv Menon,"Aiko Ahmed, Sara Brown, Yusuf Khan",Japan,"May 18, 2020",2016,NR,78 min,International Movies,A story about war set in Japan.
s645,Movie,Endless Storm,Priya Sharma,"Liam Kowalski, Omar Patel, Liam Lee",South Korea,"June 4, 2020",2002,TV-Y,130 min,"Thrillers, Horror Movies, Sports Movies",A story about family set in South Korea.
s646,Movie,Golden Horizon,Not Given,"Elena Dubois, Sara Kim, Maria Smith, John Brown",Mexico,"August 7, 2017",2005,TV-14,155 min,Docuseries,A story about friendship set in Mexico.
s647,Movie,Secret Legacy,Alicia Wren,"Grace Lee, Carlos Kowalski, Carlos Lee",India,"October 22, 2017",2001,TV-14,74 min,"Documentaries, Romantic Movies, Stand-Up Comedy",A story about war set in India.
s648,Movie,The Kingdom,Emily Carter,"Grace Rossi, Carlos Chen",Brazil,"February 13, 2021",2018,R,95 min,"Docuseries, Romantic Movies",A story about family set in Brazil.
s649,Movie,Last City,Hugo Fischer,"Maria Dubois, John Patel, Raj Garcia",Canada,"July 29, 2016",2001,TV-MA,116 min,"Documentaries, Thrillers",A story about survival set in Canada.
s650,TV Show,Rising Heart (Season 2),,"Yusuf Silva, Aiko Dubois, Tom Ahmed, Sara Chen, Omar Garcia",Spain,"March 21, 2019",2013,TV-14,5 Season,"Horror Movies, Comedies, Sci-Fi & Fantasy",A story about friendship set in Spain.
